age,job,marital,education,id
40,housemaid,single,professional.course,15755
26,admin.,single,university.degree,15756
33,admin.,married,high.school,15757
35,blue-collar,married,basic.9y,15758
36,admin.,married,high.school,15759
29,services,single,high.school,15760
36,blue-collar,married,basic.9y,15761
35,management,married,high.school,15762
33,admin.,married,high.school,15763
33,admin.,married,high.school,15764
27,blue-collar,single,basic.6y,15765
42,technician,married,high.school,15766
43,admin.,divorced,basic.9y,15767
42,admin.,married,university.degree,15768
27,blue-collar,single,basic.6y,15769
34,self-employed,single,university.degree,15770
31,student,single,university.degree,15771
54,management,divorced,university.degree,15772
40,self-employed,married,basic.4y,15773
52,unemployed,married,high.school,15774
47,management,divorced,university.degree,15775
49,housemaid,married,basic.9y,15776
32,admin.,single,high.school,15777
49,housemaid,single,high.school,15778
50,blue-collar,married,basic.9y,15779
34,services,married,high.school,15780
55,blue-collar,married,basic.4y,15781
47,technician,single,basic.9y,15782
51,retired,married,professional.course,15783
47,blue-collar,married,basic.6y,15784
56,technician,married,basic.4y,15785
53,admin.,married,basic.9y,15786
36,blue-collar,married,basic.9y,15787
42,blue-collar,divorced,basic.9y,15788
44,blue-collar,divorced,basic.6y,15789
39,housemaid,married,basic.9y,15790
37,admin.,single,high.school,15791
60,blue-collar,married,unknown,15792
36,services,married,high.school,15793
42,management,divorced,university.degree,15794
31,admin.,married,high.school,15795
53,technician,divorced,professional.course,15796
45,blue-collar,married,basic.4y,15797
37,technician,single,professional.course,15798
47,self-employed,married,professional.course,15799
49,blue-collar,divorced,high.school,15800
36,admin.,married,university.degree,15801
35,services,divorced,high.school,15802
38,unknown,married,unknown,15803
38,services,single,high.school,15804
50,blue-collar,divorced,high.school,15805
59,retired,married,professional.course,15806
43,unknown,married,unknown,15807
42,admin.,married,high.school,15808
40,admin.,married,basic.6y,15809
46,blue-collar,married,unknown,15810
57,housemaid,divorced,basic.4y,15811
42,admin.,married,university.degree,15812
41,blue-collar,married,basic.4y,15813
54,management,divorced,university.degree,15814
27,admin.,single,university.degree,15815
36,admin.,married,high.school,15816
58,blue-collar,married,professional.course,15817
40,management,married,university.degree,15818
34,admin.,single,basic.9y,15819
33,admin.,divorced,high.school,15820
56,retired,married,basic.6y,15821
42,blue-collar,married,basic.9y,15822
43,services,married,high.school,15823
54,management,single,basic.9y,15824
53,admin.,single,basic.6y,15825
42,technician,single,unknown,15826
40,services,married,basic.6y,15827
54,technician,married,professional.course,15828
40,housemaid,single,professional.course,15829
26,admin.,single,university.degree,15830
33,admin.,married,high.school,15831
35,blue-collar,married,basic.9y,15832
36,admin.,married,high.school,15833
29,services,single,high.school,15834
36,blue-collar,married,basic.9y,15835
35,management,married,high.school,15836
33,admin.,married,high.school,15837
33,admin.,married,high.school,15838
27,blue-collar,single,basic.6y,15839
42,technician,married,high.school,15840
43,admin.,divorced,basic.9y,15841
42,admin.,married,university.degree,15842
27,blue-collar,single,basic.6y,15843
34,self-employed,single,university.degree,15844
31,student,single,university.degree,15845
54,management,divorced,university.degree,15846
40,self-employed,married,basic.4y,15847
52,unemployed,married,high.school,15848
47,management,divorced,university.degree,15849
49,housemaid,married,basic.9y,15850
32,admin.,single,high.school,15851
49,housemaid,single,high.school,15852
50,blue-collar,married,basic.9y,15853
34,services,married,high.school,15854
55,blue-collar,married,basic.4y,15855
47,technician,single,basic.9y,15856
51,retired,married,professional.course,15857
47,blue-collar,married,basic.6y,15858
56,technician,married,basic.4y,15859
53,admin.,married,basic.9y,15860
36,blue-collar,married,basic.9y,15861
42,blue-collar,divorced,basic.9y,15862
44,blue-collar,divorced,basic.6y,15863
39,housemaid,married,basic.9y,15864
37,admin.,single,high.school,15865
60,blue-collar,married,unknown,15866
36,services,married,high.school,15867
42,management,divorced,university.degree,15868
31,admin.,married,high.school,15869
53,technician,divorced,professional.course,15870
45,blue-collar,married,basic.4y,15871
37,technician,single,professional.course,15872
47,self-employed,married,professional.course,15873
49,blue-collar,divorced,high.school,15874
36,admin.,married,university.degree,15875
35,services,divorced,high.school,15876
38,unknown,married,unknown,15877
38,services,single,high.school,15878
50,blue-collar,divorced,high.school,15879
59,retired,married,professional.course,15880
43,unknown,married,unknown,15881
42,admin.,married,high.school,15882
40,admin.,married,basic.6y,15883
46,blue-collar,married,unknown,15884
57,housemaid,divorced,basic.4y,15885
42,admin.,married,university.degree,15886
41,blue-collar,married,basic.4y,15887
54,management,divorced,university.degree,15888
27,admin.,single,university.degree,15889
36,admin.,married,high.school,15890
58,blue-collar,married,professional.course,15891
40,management,married,university.degree,15892
34,admin.,single,basic.9y,15893
33,admin.,divorced,high.school,15894
56,retired,married,basic.6y,15895
42,blue-collar,married,basic.9y,15896
43,services,married,high.school,15897
54,management,single,basic.9y,15898
53,admin.,single,basic.6y,15899
42,technician,single,unknown,15900
40,services,married,basic.6y,15901
54,technician,married,professional.course,15902
40,housemaid,single,professional.course,15903
26,admin.,single,university.degree,15904
33,admin.,married,high.school,15905
35,blue-collar,married,basic.9y,15906
36,admin.,married,high.school,15907
29,services,single,high.school,15908
36,blue-collar,married,basic.9y,15909
35,management,married,high.school,15910
33,admin.,married,high.school,15911
33,admin.,married,high.school,15912
27,blue-collar,single,basic.6y,15913
42,technician,married,high.school,15914
43,admin.,divorced,basic.9y,15915
42,admin.,married,university.degree,15916
27,blue-collar,single,basic.6y,15917
34,self-employed,single,university.degree,15918
31,student,single,university.degree,15919
54,management,divorced,university.degree,15920
40,self-employed,married,basic.4y,15921
52,unemployed,married,high.school,15922
47,management,divorced,university.degree,15923
49,housemaid,married,basic.9y,15924
32,admin.,single,high.school,15925
49,housemaid,single,high.school,15926
50,blue-collar,married,basic.9y,15927
34,services,married,high.school,15928
55,blue-collar,married,basic.4y,15929
47,technician,single,basic.9y,15930
51,retired,married,professional.course,15931
47,blue-collar,married,basic.6y,15932
56,technician,married,basic.4y,15933
53,admin.,married,basic.9y,15934
36,blue-collar,married,basic.9y,15935
42,blue-collar,divorced,basic.9y,15936
44,blue-collar,divorced,basic.6y,15937
39,housemaid,married,basic.9y,15938
37,admin.,single,high.school,15939
60,blue-collar,married,unknown,15940
36,services,married,high.school,15941
42,management,divorced,university.degree,15942
31,admin.,married,high.school,15943
53,technician,divorced,professional.course,15944
45,blue-collar,married,basic.4y,15945
37,technician,single,professional.course,15946
47,self-employed,married,professional.course,15947
49,blue-collar,divorced,high.school,15948
36,admin.,married,university.degree,15949
35,services,divorced,high.school,15950
38,unknown,married,unknown,15951
38,services,single,high.school,15952
50,blue-collar,divorced,high.school,15953
59,retired,married,professional.course,15954
43,unknown,married,unknown,15955
42,admin.,married,high.school,15956
40,admin.,married,basic.6y,15957
46,blue-collar,married,unknown,15958
57,housemaid,divorced,basic.4y,15959
42,admin.,married,university.degree,15960
41,blue-collar,married,basic.4y,15961
54,management,divorced,university.degree,15962
27,admin.,single,university.degree,15963
36,admin.,married,high.school,15964
58,blue-collar,married,professional.course,15965
40,management,married,university.degree,15966
34,admin.,single,basic.9y,15967
33,admin.,divorced,high.school,15968
56,retired,married,basic.6y,15969
42,blue-collar,married,basic.9y,15970
43,services,married,high.school,15971
54,management,single,basic.9y,15972
53,admin.,single,basic.6y,15973
42,technician,single,unknown,15974
40,services,married,basic.6y,15975
54,technician,married,professional.course,15976
40,housemaid,single,professional.course,15977
26,admin.,single,university.degree,15978
33,admin.,married,high.school,15979
35,blue-collar,married,basic.9y,15980
36,admin.,married,high.school,15981
29,services,single,high.school,15982
36,blue-collar,married,basic.9y,15983
35,management,married,high.school,15984
33,admin.,married,high.school,15985
33,admin.,married,high.school,15986
27,blue-collar,single,basic.6y,15987
42,technician,married,high.school,15988
43,admin.,divorced,basic.9y,15989
42,admin.,married,university.degree,15990
27,blue-collar,single,basic.6y,15991
34,self-employed,single,university.degree,15992
31,student,single,university.degree,15993
54,management,divorced,university.degree,15994
40,self-employed,married,basic.4y,15995
52,unemployed,married,high.school,15996
47,management,divorced,university.degree,15997
49,housemaid,married,basic.9y,15998
32,admin.,single,high.school,15999
49,housemaid,single,high.school,16000
50,blue-collar,married,basic.9y,16001
34,services,married,high.school,16002
55,blue-collar,married,basic.4y,16003
47,technician,single,basic.9y,16004
51,retired,married,professional.course,16005
47,blue-collar,married,basic.6y,16006
56,technician,married,basic.4y,16007
53,admin.,married,basic.9y,16008
36,blue-collar,married,basic.9y,16009
42,blue-collar,divorced,basic.9y,16010
44,blue-collar,divorced,basic.6y,16011
39,housemaid,married,basic.9y,16012
37,admin.,single,high.school,16013
60,blue-collar,married,unknown,16014
36,services,married,high.school,16015
42,management,divorced,university.degree,16016
31,admin.,married,high.school,16017
53,technician,divorced,professional.course,16018
45,blue-collar,married,basic.4y,16019
37,technician,single,professional.course,16020
47,self-employed,married,professional.course,16021
49,blue-collar,divorced,high.school,16022
36,admin.,married,university.degree,16023
35,services,divorced,high.school,16024
38,unknown,married,unknown,16025
38,services,single,high.school,16026
50,blue-collar,divorced,high.school,16027
59,retired,married,professional.course,16028
43,unknown,married,unknown,16029
42,admin.,married,high.school,16030
40,admin.,married,basic.6y,16031
46,blue-collar,married,unknown,16032
57,housemaid,divorced,basic.4y,16033
42,admin.,married,university.degree,16034
41,blue-collar,married,basic.4y,16035
54,management,divorced,university.degree,16036
27,admin.,single,university.degree,16037
36,admin.,married,high.school,16038
58,blue-collar,married,professional.course,16039
40,management,married,university.degree,16040
34,admin.,single,basic.9y,16041
33,admin.,divorced,high.school,16042
56,retired,married,basic.6y,16043
42,blue-collar,married,basic.9y,16044
43,services,married,high.school,16045
54,management,single,basic.9y,16046
53,admin.,single,basic.6y,16047
42,technician,single,unknown,16048
40,services,married,basic.6y,16049
54,technician,married,professional.course,16050
40,housemaid,single,professional.course,16051
26,admin.,single,university.degree,16052
33,admin.,married,high.school,16053
35,blue-collar,married,basic.9y,16054
36,admin.,married,high.school,16055
29,services,single,high.school,16056
36,blue-collar,married,basic.9y,16057
35,management,married,high.school,16058
33,admin.,married,high.school,16059
33,admin.,married,high.school,16060
27,blue-collar,single,basic.6y,16061
42,technician,married,high.school,16062
43,admin.,divorced,basic.9y,16063
42,admin.,married,university.degree,16064
27,blue-collar,single,basic.6y,16065
34,self-employed,single,university.degree,16066
31,student,single,university.degree,16067
54,management,divorced,university.degree,16068
40,self-employed,married,basic.4y,16069
52,unemployed,married,high.school,16070
47,management,divorced,university.degree,16071
49,housemaid,married,basic.9y,16072
32,admin.,single,high.school,16073
49,housemaid,single,high.school,16074
50,blue-collar,married,basic.9y,16075
34,services,married,high.school,16076
55,blue-collar,married,basic.4y,16077
47,technician,single,basic.9y,16078
51,retired,married,professional.course,16079
47,blue-collar,married,basic.6y,16080
56,technician,married,basic.4y,16081
53,admin.,married,basic.9y,16082
36,blue-collar,married,basic.9y,16083
42,blue-collar,divorced,basic.9y,16084
44,blue-collar,divorced,basic.6y,16085
39,housemaid,married,basic.9y,16086
37,admin.,single,high.school,16087
60,blue-collar,married,unknown,16088
36,services,married,high.school,16089
42,management,divorced,university.degree,16090
31,admin.,married,high.school,16091
53,technician,divorced,professional.course,16092
45,blue-collar,married,basic.4y,16093
37,technician,single,professional.course,16094
47,self-employed,married,professional.course,16095
49,blue-collar,divorced,high.school,16096
36,admin.,married,university.degree,16097
35,services,divorced,high.school,16098
38,unknown,married,unknown,16099
38,services,single,high.school,16100
50,blue-collar,divorced,high.school,16101
59,retired,married,professional.course,16102
43,unknown,married,unknown,16103
42,admin.,married,high.school,16104
40,admin.,married,basic.6y,16105
46,blue-collar,married,unknown,16106
57,housemaid,divorced,basic.4y,16107
42,admin.,married,university.degree,16108
41,blue-collar,married,basic.4y,16109
54,management,divorced,university.degree,16110
27,admin.,single,university.degree,16111
36,admin.,married,high.school,16112
58,blue-collar,married,professional.course,16113
40,management,married,university.degree,16114
34,admin.,single,basic.9y,16115
33,admin.,divorced,high.school,16116
56,retired,married,basic.6y,16117
42,blue-collar,married,basic.9y,16118
43,services,married,high.school,16119
54,management,single,basic.9y,16120
53,admin.,single,basic.6y,16121
42,technician,single,unknown,16122
40,services,married,basic.6y,16123
54,technician,married,professional.course,16124
40,housemaid,single,professional.course,16125
26,admin.,single,university.degree,16126
33,admin.,married,high.school,16127
35,blue-collar,married,basic.9y,16128
36,admin.,married,high.school,16129
29,services,single,high.school,16130
36,blue-collar,married,basic.9y,16131
35,management,married,high.school,16132
33,admin.,married,high.school,16133
33,admin.,married,high.school,16134
27,blue-collar,single,basic.6y,16135
42,technician,married,high.school,16136
43,admin.,divorced,basic.9y,16137
42,admin.,married,university.degree,16138
27,blue-collar,single,basic.6y,16139
34,self-employed,single,university.degree,16140
31,student,single,university.degree,16141
54,management,divorced,university.degree,16142
40,self-employed,married,basic.4y,16143
52,unemployed,married,high.school,16144
47,management,divorced,university.degree,16145
49,housemaid,married,basic.9y,16146
32,admin.,single,high.school,16147
49,housemaid,single,high.school,16148
50,blue-collar,married,basic.9y,16149
34,services,married,high.school,16150
55,blue-collar,married,basic.4y,16151
47,technician,single,basic.9y,16152
51,retired,married,professional.course,16153
47,blue-collar,married,basic.6y,16154
56,technician,married,basic.4y,16155
53,admin.,married,basic.9y,16156
36,blue-collar,married,basic.9y,16157
42,blue-collar,divorced,basic.9y,16158
44,blue-collar,divorced,basic.6y,16159
39,housemaid,married,basic.9y,16160
37,admin.,single,high.school,16161
60,blue-collar,married,unknown,16162
36,services,married,high.school,16163
42,management,divorced,university.degree,16164
31,admin.,married,high.school,16165
53,technician,divorced,professional.course,16166
45,blue-collar,married,basic.4y,16167
37,technician,single,professional.course,16168
47,self-employed,married,professional.course,16169
49,blue-collar,divorced,high.school,16170
36,admin.,married,university.degree,16171
35,services,divorced,high.school,16172
38,unknown,married,unknown,16173
38,services,single,high.school,16174
50,blue-collar,divorced,high.school,16175
59,retired,married,professional.course,16176
43,unknown,married,unknown,16177
42,admin.,married,high.school,16178
40,admin.,married,basic.6y,16179
46,blue-collar,married,unknown,16180
57,housemaid,divorced,basic.4y,16181
42,admin.,married,university.degree,16182
41,blue-collar,married,basic.4y,16183
54,management,divorced,university.degree,16184
27,admin.,single,university.degree,16185
36,admin.,married,high.school,16186
58,blue-collar,married,professional.course,16187
40,management,married,university.degree,16188
34,admin.,single,basic.9y,16189
33,admin.,divorced,high.school,16190
56,retired,married,basic.6y,16191
42,blue-collar,married,basic.9y,16192
43,services,married,high.school,16193
54,management,single,basic.9y,16194
53,admin.,single,basic.6y,16195
42,technician,single,unknown,16196
40,services,married,basic.6y,16197
54,technician,married,professional.course,16198
40,housemaid,single,professional.course,16199
26,admin.,single,university.degree,16200
33,admin.,married,high.school,16201
35,blue-collar,married,basic.9y,16202
36,admin.,married,high.school,16203
29,services,single,high.school,16204
36,blue-collar,married,basic.9y,16205
35,management,married,high.school,16206
33,admin.,married,high.school,16207
33,admin.,married,high.school,16208
27,blue-collar,single,basic.6y,16209
42,technician,married,high.school,16210
43,admin.,divorced,basic.9y,16211
42,admin.,married,university.degree,16212
27,blue-collar,single,basic.6y,16213
34,self-employed,single,university.degree,16214
31,student,single,university.degree,16215
54,management,divorced,university.degree,16216
40,self-employed,married,basic.4y,16217
52,unemployed,married,high.school,16218
47,management,divorced,university.degree,16219
49,housemaid,married,basic.9y,16220
32,admin.,single,high.school,16221
49,housemaid,single,high.school,16222
50,blue-collar,married,basic.9y,16223
34,services,married,high.school,16224
55,blue-collar,married,basic.4y,16225
47,technician,single,basic.9y,16226
51,retired,married,professional.course,16227
47,blue-collar,married,basic.6y,16228
56,technician,married,basic.4y,16229
53,admin.,married,basic.9y,16230
36,blue-collar,married,basic.9y,16231
42,blue-collar,divorced,basic.9y,16232
44,blue-collar,divorced,basic.6y,16233
39,housemaid,married,basic.9y,16234
37,admin.,single,high.school,16235
60,blue-collar,married,unknown,16236
36,services,married,high.school,16237
42,management,divorced,university.degree,16238
31,admin.,married,high.school,16239
53,technician,divorced,professional.course,16240
45,blue-collar,married,basic.4y,16241
37,technician,single,professional.course,16242
47,self-employed,married,professional.course,16243
49,blue-collar,divorced,high.school,16244
36,admin.,married,university.degree,16245
35,services,divorced,high.school,16246
38,unknown,married,unknown,16247
38,services,single,high.school,16248
50,blue-collar,divorced,high.school,16249
59,retired,married,professional.course,16250
43,unknown,married,unknown,16251
42,admin.,married,high.school,16252
40,admin.,married,basic.6y,16253
46,blue-collar,married,unknown,16254
57,housemaid,divorced,basic.4y,16255
42,admin.,married,university.degree,16256
41,blue-collar,married,basic.4y,16257
54,management,divorced,university.degree,16258
27,admin.,single,university.degree,16259
36,admin.,married,high.school,16260
58,blue-collar,married,professional.course,16261
40,management,married,university.degree,16262
34,admin.,single,basic.9y,16263
33,admin.,divorced,high.school,16264
56,retired,married,basic.6y,16265
42,blue-collar,married,basic.9y,16266
43,services,married,high.school,16267
54,management,single,basic.9y,16268
53,admin.,single,basic.6y,16269
42,technician,single,unknown,16270
40,services,married,basic.6y,16271
54,technician,married,professional.course,16272
40,housemaid,single,professional.course,16273
26,admin.,single,university.degree,16274
33,admin.,married,high.school,16275
35,blue-collar,married,basic.9y,16276
36,admin.,married,high.school,16277
29,services,single,high.school,16278
36,blue-collar,married,basic.9y,16279
35,management,married,high.school,16280
33,admin.,married,high.school,16281
33,admin.,married,high.school,16282
27,blue-collar,single,basic.6y,16283
42,technician,married,high.school,16284
43,admin.,divorced,basic.9y,16285
42,admin.,married,university.degree,16286
27,blue-collar,single,basic.6y,16287
34,self-employed,single,university.degree,16288
31,student,single,university.degree,16289
54,management,divorced,university.degree,16290
40,self-employed,married,basic.4y,16291
52,unemployed,married,high.school,16292
47,management,divorced,university.degree,16293
49,housemaid,married,basic.9y,16294
32,admin.,single,high.school,16295
49,housemaid,single,high.school,16296
50,blue-collar,married,basic.9y,16297
34,services,married,high.school,16298
55,blue-collar,married,basic.4y,16299
47,technician,single,basic.9y,16300
51,retired,married,professional.course,16301
47,blue-collar,married,basic.6y,16302
56,technician,married,basic.4y,16303
53,admin.,married,basic.9y,16304
36,blue-collar,married,basic.9y,16305
42,blue-collar,divorced,basic.9y,16306
44,blue-collar,divorced,basic.6y,16307
39,housemaid,married,basic.9y,16308
37,admin.,single,high.school,16309
60,blue-collar,married,unknown,16310
36,services,married,high.school,16311
42,management,divorced,university.degree,16312
31,admin.,married,high.school,16313
53,technician,divorced,professional.course,16314
45,blue-collar,married,basic.4y,16315
37,technician,single,professional.course,16316
47,self-employed,married,professional.course,16317
49,blue-collar,divorced,high.school,16318
36,admin.,married,university.degree,16319
35,services,divorced,high.school,16320
38,unknown,married,unknown,16321
38,services,single,high.school,16322
50,blue-collar,divorced,high.school,16323
59,retired,married,professional.course,16324
43,unknown,married,unknown,16325
42,admin.,married,high.school,16326
40,admin.,married,basic.6y,16327
46,blue-collar,married,unknown,16328
57,housemaid,divorced,basic.4y,16329
42,admin.,married,university.degree,16330
41,blue-collar,married,basic.4y,16331
54,management,divorced,university.degree,16332
27,admin.,single,university.degree,16333
36,admin.,married,high.school,16334
58,blue-collar,married,professional.course,16335
40,management,married,university.degree,16336
34,admin.,single,basic.9y,16337
33,admin.,divorced,high.school,16338
56,retired,married,basic.6y,16339
42,blue-collar,married,basic.9y,16340
43,services,married,high.school,16341
54,management,single,basic.9y,16342
53,admin.,single,basic.6y,16343
42,technician,single,unknown,16344
40,services,married,basic.6y,16345
54,technician,married,professional.course,16346
40,housemaid,single,professional.course,16347
26,admin.,single,university.degree,16348
33,admin.,married,high.school,16349
35,blue-collar,married,basic.9y,16350
36,admin.,married,high.school,16351
29,services,single,high.school,16352
36,blue-collar,married,basic.9y,16353
35,management,married,high.school,16354
33,admin.,married,high.school,16355
33,admin.,married,high.school,16356
27,blue-collar,single,basic.6y,16357
42,technician,married,high.school,16358
43,admin.,divorced,basic.9y,16359
42,admin.,married,university.degree,16360
27,blue-collar,single,basic.6y,16361
34,self-employed,single,university.degree,16362
31,student,single,university.degree,16363
54,management,divorced,university.degree,16364
40,self-employed,married,basic.4y,16365
52,unemployed,married,high.school,16366
47,management,divorced,university.degree,16367
49,housemaid,married,basic.9y,16368
32,admin.,single,high.school,16369
49,housemaid,single,high.school,16370
50,blue-collar,married,basic.9y,16371
34,services,married,high.school,16372
55,blue-collar,married,basic.4y,16373
47,technician,single,basic.9y,16374
51,retired,married,professional.course,16375
47,blue-collar,married,basic.6y,16376
56,technician,married,basic.4y,16377
53,admin.,married,basic.9y,16378
36,blue-collar,married,basic.9y,16379
42,blue-collar,divorced,basic.9y,16380
44,blue-collar,divorced,basic.6y,16381
39,housemaid,married,basic.9y,16382
37,admin.,single,high.school,16383
60,blue-collar,married,unknown,16384
36,services,married,high.school,16385
42,management,divorced,university.degree,16386
31,admin.,married,high.school,16387
53,technician,divorced,professional.course,16388
45,blue-collar,married,basic.4y,16389
37,technician,single,professional.course,16390
47,self-employed,married,professional.course,16391
49,blue-collar,divorced,high.school,16392
36,admin.,married,university.degree,16393
35,services,divorced,high.school,16394
38,unknown,married,unknown,16395
38,services,single,high.school,16396
50,blue-collar,divorced,high.school,16397
59,retired,married,professional.course,16398
43,unknown,married,unknown,16399
42,admin.,married,high.school,16400
40,admin.,married,basic.6y,16401
46,blue-collar,married,unknown,16402
57,housemaid,divorced,basic.4y,16403
42,admin.,married,university.degree,16404
41,blue-collar,married,basic.4y,16405
54,management,divorced,university.degree,16406
27,admin.,single,university.degree,16407
36,admin.,married,high.school,16408
58,blue-collar,married,professional.course,16409
40,management,married,university.degree,16410
34,admin.,single,basic.9y,16411
33,admin.,divorced,high.school,16412
56,retired,married,basic.6y,16413
42,blue-collar,married,basic.9y,16414
43,services,married,high.school,16415
54,management,single,basic.9y,16416
53,admin.,single,basic.6y,16417
42,technician,single,unknown,16418
40,services,married,basic.6y,16419
54,technician,married,professional.course,16420
40,housemaid,single,professional.course,16421
26,admin.,single,university.degree,16422
33,admin.,married,high.school,16423
35,blue-collar,married,basic.9y,16424
36,admin.,married,high.school,16425
29,services,single,high.school,16426
36,blue-collar,married,basic.9y,16427
35,management,married,high.school,16428
33,admin.,married,high.school,16429
33,admin.,married,high.school,16430
27,blue-collar,single,basic.6y,16431
42,technician,married,high.school,16432
43,admin.,divorced,basic.9y,16433
42,admin.,married,university.degree,16434
27,blue-collar,single,basic.6y,16435
34,self-employed,single,university.degree,16436
31,student,single,university.degree,16437
54,management,divorced,university.degree,16438
40,self-employed,married,basic.4y,16439
52,unemployed,married,high.school,16440
47,management,divorced,university.degree,16441
49,housemaid,married,basic.9y,16442
32,admin.,single,high.school,16443
49,housemaid,single,high.school,16444
50,blue-collar,married,basic.9y,16445
34,services,married,high.school,16446
55,blue-collar,married,basic.4y,16447
47,technician,single,basic.9y,16448
51,retired,married,professional.course,16449
47,blue-collar,married,basic.6y,16450
56,technician,married,basic.4y,16451
53,admin.,married,basic.9y,16452
36,blue-collar,married,basic.9y,16453
42,blue-collar,divorced,basic.9y,16454
44,blue-collar,divorced,basic.6y,16455
39,housemaid,married,basic.9y,16456
37,admin.,single,high.school,16457
60,blue-collar,married,unknown,16458
36,services,married,high.school,16459
42,management,divorced,university.degree,16460
31,admin.,married,high.school,16461
53,technician,divorced,professional.course,16462
45,blue-collar,married,basic.4y,16463
37,technician,single,professional.course,16464
47,self-employed,married,professional.course,16465
49,blue-collar,divorced,high.school,16466
36,admin.,married,university.degree,16467
35,services,divorced,high.school,16468
38,unknown,married,unknown,16469
38,services,single,high.school,16470
50,blue-collar,divorced,high.school,16471
59,retired,married,professional.course,16472
43,unknown,married,unknown,16473
42,admin.,married,high.school,16474
40,admin.,married,basic.6y,16475
46,blue-collar,married,unknown,16476
57,housemaid,divorced,basic.4y,16477
42,admin.,married,university.degree,16478
41,blue-collar,married,basic.4y,16479
54,management,divorced,university.degree,16480
27,admin.,single,university.degree,16481
36,admin.,married,high.school,16482
58,blue-collar,married,professional.course,16483
40,management,married,university.degree,16484
34,admin.,single,basic.9y,16485
33,admin.,divorced,high.school,16486
56,retired,married,basic.6y,16487
42,blue-collar,married,basic.9y,16488
43,services,married,high.school,16489
54,management,single,basic.9y,16490
53,admin.,single,basic.6y,16491
42,technician,single,unknown,16492
40,services,married,basic.6y,16493
54,technician,married,professional.course,16494
40,housemaid,single,professional.course,16495
26,admin.,single,university.degree,16496
33,admin.,married,high.school,16497
35,blue-collar,married,basic.9y,16498
36,admin.,married,high.school,16499
29,services,single,high.school,16500
36,blue-collar,married,basic.9y,16501
35,management,married,high.school,16502
33,admin.,married,high.school,16503
33,admin.,married,high.school,16504
27,blue-collar,single,basic.6y,16505
42,technician,married,high.school,16506
43,admin.,divorced,basic.9y,16507
42,admin.,married,university.degree,16508
27,blue-collar,single,basic.6y,16509
34,self-employed,single,university.degree,16510
31,student,single,university.degree,16511
54,management,divorced,university.degree,16512
40,self-employed,married,basic.4y,16513
52,unemployed,married,high.school,16514
47,management,divorced,university.degree,16515
49,housemaid,married,basic.9y,16516
32,admin.,single,high.school,16517
49,housemaid,single,high.school,16518
50,blue-collar,married,basic.9y,16519
34,services,married,high.school,16520
55,blue-collar,married,basic.4y,16521
47,technician,single,basic.9y,16522
51,retired,married,professional.course,16523
47,blue-collar,married,basic.6y,16524
56,technician,married,basic.4y,16525
53,admin.,married,basic.9y,16526
36,blue-collar,married,basic.9y,16527
42,blue-collar,divorced,basic.9y,16528
44,blue-collar,divorced,basic.6y,16529
39,housemaid,married,basic.9y,16530
37,admin.,single,high.school,16531
60,blue-collar,married,unknown,16532
36,services,married,high.school,16533
42,management,divorced,university.degree,16534
31,admin.,married,high.school,16535
53,technician,divorced,professional.course,16536
45,blue-collar,married,basic.4y,16537
37,technician,single,professional.course,16538
47,self-employed,married,professional.course,16539
49,blue-collar,divorced,high.school,16540
36,admin.,married,university.degree,16541
35,services,divorced,high.school,16542
38,unknown,married,unknown,16543
38,services,single,high.school,16544
50,blue-collar,divorced,high.school,16545
59,retired,married,professional.course,16546
43,unknown,married,unknown,16547
42,admin.,married,high.school,16548
40,admin.,married,basic.6y,16549
46,blue-collar,married,unknown,16550
57,housemaid,divorced,basic.4y,16551
42,admin.,married,university.degree,16552
41,blue-collar,married,basic.4y,16553
54,management,divorced,university.degree,16554
27,admin.,single,university.degree,16555
36,admin.,married,high.school,16556
58,blue-collar,married,professional.course,16557
40,management,married,university.degree,16558
34,admin.,single,basic.9y,16559
33,admin.,divorced,high.school,16560
56,retired,married,basic.6y,16561
42,blue-collar,married,basic.9y,16562
43,services,married,high.school,16563
54,management,single,basic.9y,16564
53,admin.,single,basic.6y,16565
42,technician,single,unknown,16566
40,services,married,basic.6y,16567
54,technician,married,professional.course,16568
40,housemaid,single,professional.course,16569
26,admin.,single,university.degree,16570
33,admin.,married,high.school,16571
35,blue-collar,married,basic.9y,16572
36,admin.,married,high.school,16573
29,services,single,high.school,16574
36,blue-collar,married,basic.9y,16575
35,management,married,high.school,16576
33,admin.,married,high.school,16577
33,admin.,married,high.school,16578
27,blue-collar,single,basic.6y,16579
42,technician,married,high.school,16580
43,admin.,divorced,basic.9y,16581
42,admin.,married,university.degree,16582
27,blue-collar,single,basic.6y,16583
34,self-employed,single,university.degree,16584
31,student,single,university.degree,16585
54,management,divorced,university.degree,16586
40,self-employed,married,basic.4y,16587
52,unemployed,married,high.school,16588
47,management,divorced,university.degree,16589
49,housemaid,married,basic.9y,16590
32,admin.,single,high.school,16591
49,housemaid,single,high.school,16592
50,blue-collar,married,basic.9y,16593
34,services,married,high.school,16594
55,blue-collar,married,basic.4y,16595
47,technician,single,basic.9y,16596
51,retired,married,professional.course,16597
47,blue-collar,married,basic.6y,16598
56,technician,married,basic.4y,16599
53,admin.,married,basic.9y,16600
36,blue-collar,married,basic.9y,16601
42,blue-collar,divorced,basic.9y,16602
44,blue-collar,divorced,basic.6y,16603
39,housemaid,married,basic.9y,16604
37,admin.,single,high.school,16605
